Delivery_person_Age,Delivery_person_Ratings,distance
37,4.9,3.0251492856773803
34,4.5,20.18352972873287
23,4.4,1.552757802255354
38,4.7,7.790401360105807
32,4.6,6.210137965623703
22,4.8,4.610365144356333
33,4.7,16.600361127913082
35,4.6,20.20525323529313
22,4.8,19.97552008622187
36,4.2,10.280582064622465
21,4.7,6.242318682700942
23,4.7,13.787860239172238
34,4.3,2.930257800762021
24,4.7,19.39661829066188
29,4.5,13.7639772244273
35,4.0,6.218001190187312
33,4.2,16.849939918016943
34,4.9,10.757108800258177
21,4.7,4.540574388730574
25,4.1,12.25607644546856
31,4.7,19.61873934880106
37,5.0,1.5581322655562495
33,4.3,20.18063511411397
25,4.0,6.116971669681921
29,4.5,17.075594401072465
27,5.0,4.47028648943395
35,4.3,13.682044526080338
32,4.0,13.97318265391717
23,4.8,16.85361872985407
31,4.8,4.674172124263596
36,4.1,7.601616771071131
26,4.3,7.720324413180035
38,4.9,6.1756362610176
32,3.5,17.29786575291325
32,4.6,19.91468696554527
33,4.9,10.724517748045963
20,4.7,6.127835452843913
20,4.8,1.5203573134015247
35,5.0,3.0734537599374083
26,4.9,3.10513147754577
22,4.8,10.86742683448041
35,4.3,10.865464603780303
29,4.6,12.23672361659882
37,4.7,13.682516298591963
28,4.6,16.826241648658563
37,4.9,3.0272369309751475
23,4.9,9.175193844437285
27,4.9,9.315069177421467
37,4.8,6.209021101535329
33,5.0,1.5203447277394997
31,4.9,6.037225392444489
31,4.8,17.078665498349924
25,5.0,4.717601092054723
28,4.8,12.464329297636857
31,4.7,9.12142598198074
24,4.7,14.02323208308413
39,4.6,13.392612276663751
39,4.2,12.58026782240096
32,4.5,1.4899271643867569
36,4.7,9.435201537430713
25,4.8,11.916582838287257
33,4.9,4.663566689152346
30,4.4,10.641157729337486
33,5.0,16.818368923733058
36,4.9,6.128551257918874
21,4.8,2.996250036666747
39,4.9,7.342175722857832
23,4.8,3.145067434621583
35,4.8,6.290134677634678
39,4.6,13.972123977178397
22,4.7,6.0814407970077005
32,4.6,6.080891507841841
24,4.8,12.58026782240096
29,4.7,3.145067434621583
29,4.6,6.210589610313767
26,4.7,9.220373067021596
20,4.5,7.862668167410368
35,4.1,13.969606427684226
39,4.6,13.97320677313832
34,4.7,6.058853851668898
27,4.7,17.07799287216156
30,4.8,17.29786575291325
25,4.4,17.07287190639919
25,4.7,16.818368923733058
30,5.0,2.9795028505763823
24,4.6,9.22086597503729
39,4.8,7.66133113422064
25,4.8,6.175516093406556
37,4.6,12.209856560906877
24,5.0,1.5526813140975844
25,4.2,16.902806732498597
32,4.6,1.5093577696342253
34,4.7,6048.631240095335
38,4.9,3.0251186390180176
36,4.8,13.407092693002165
25,5.0,16.721976048741656
29,5.0,7.772343594464188
36,4.7,13.773737657079211
33,4.7,7.790158927085036
36,4.4,6.217834398579603
21,4.8,16.852834881459735
25,4.8,4.610035602261126
23,4.8,19.87987067737402
25,4.6,1.5580833985943423
24,4.3,3.0253327061731827
27,4.6,13.971948960174704
23,4.8,16.830905551931515
21,4.3,20.20779793335838
27,4.7,3.040641621538215
32,4.2,20.25378535947015
25,4.6,16.721296009802852
39,4.7,2.984550789786577
27,4.6,12.161450531436996
39,3.8,16.822155609316784
31,4.8,7.762556904358387
31,4.8,9.055855161965688
20,4.8,1.5545816630915406
36,4.9,12.074047498027545
20,4.9,13.58037387628081
24,4.6,4.469620875558469
29,4.6,16.65983831917015
39,4.2,16.634870118211385
37,4.8,6.232139486668676
32,4.9,6.209021101535329
22,4.5,7.460830127736771
23,4.9,20.25378535947015
33,4.7,16.60097570059501
23,4.6,4.5403213728916425
27,4.6,12.421212735966272
34,4.7,6.118711846690412
26,5.0,1.5204319479995732
31,4.6,9.087972744660556
32,4.9,3.064487105761538
27,4.7,3.025144329113472
21,4.9,13.97320677313832
28,4.8,7.7631027847272
24,4.9,6.290134677634678
33,4.4,1.5368503798527686
20,4.6,13.973177561576213
31,4.3,9.34840352266177
29,4.6,4.596576884052145
36,5.0,10.602467987619454
31,4.2,17.076258901182708
39,4.1,9.22083460710919
29,4.6,12.161605446009546
29,4.6,6.08088296759392
37,4.9,4.674143698976654
33,4.7,6.290134677634678
31,3.9,10.70900337153546
37,4.6,6.290134677634678
26,4.4,9.314884732862104
24,4.6,17.137482577838096
23,4.8,3.145067434621583
36,4.9,1.5725337292863206
39,4.8,6.218002348694166
20,4.7,12.463883024166927
20,5.0,20.2065815105083
29,4.3,9.081116432460677
36,4.8,17.138077427627362
36,4.0,13.63134369814336
22,4.8,12.074063090453254
38,4.4,10.72326417216742
39,4.9,7.600994631258499
24,4.9,7.562982485199944
30,4.1,11.00773476374462
35,4.8,13.829314445199008
33,4.5,13.969116967729818
39,4.7,10.923267458246295
31,4.3,12.117036432265769
37,4.5,1.5525704156530522
37,4.7,4.663566689152346
33,5.0,1.5294972211336797
24,4.6,9.435201537430713
33,4.5,11.916757259074872
39,4.7,10.486117701549048
37,4.6,13.583078662316938
25,4.9,7.683191405131541
28,4.8,9.193093962702369
38,4.7,6.2178836475587875
29,4.6,10.427235657896192
31,4.6,9.3268725291157
25,4.8,9.179538450825504
35,4.9,10.88065184853536
39,4.7,10.565262855251571
38,3.9,12.100062421151955
35,4.7,4.657159718108008
29,4.7,2.9812178551917157
27,4.6,4.561265632840908
38,4.3,13.989916877276224
36,4.9,10.64228895373847
26,4.0,6.1474046526362285
26,4.1,13.428477357470475
36,4.9,9.327285157960466
21,4.7,1.489792976782923
35,4.7,12.418394742110715
20,4.5,6.21786068914486
23,4.6,13.787803344502166
37,5.0,9.080187058762698
26,4.8,9.315441635500324
29,5.0,12.161417162420864
26,4.9,16.6368750388607
29,4.8,9.192951167083816
29,4.7,3.018226484999582
21,4.9,4.395420246829279
22,4.3,3.109059104393339
31,4.0,11.916582838287257
20,4.5,3.1162485097897914
30,3.9,12.116950608888647
36,4.8,10.868263117988304
24,4.7,6.218153086065569
32,4.7,1.554424975889943
25,5.0,9.313017158715258
27,4.5,6.147106622705237
32,4.1,10.867300462045636
23,4.7,6.2092598820424385
39,4.4,20.18085916835192
20,4.8,9.435201537430713
20,4.8,11.919755989352518
29,4.6,4.494291162003691
26,4.9,20.851726357533593
25,5.0,1.5605734793802433
34,4.7,6.210589610313767
31,4.9,6.175283575307921
24,4.7,20.44292976252901
30,4.9,13.830084721845129
36,4.8,19.373745834955248
36,4.4,20.857115324129342
26,4.7,20.85155740266031
30,4.6,16.659963190056956
20,4.8,4.717601092054723
33,4.7,7.76260023979046
29,4.6,11.00773476374462
34,4.0,13.766855008587
36,4.6,12.29367767357356
33,4.6,2.984637269285578
22,4.8,16.788275862514016
38,4.7,1.5320227740635557
27,4.9,12.421407858788074
32,4.8,10.444776155165613
26,4.8,12.42075005031394
29,4.5,19.65937352744409
31,4.5,12.46418980459395
28,4.6,6.146243658393976
21,4.8,8.929086888936338
21,4.0,7.790362124533636
30,4.9,12.58026782240096
29,4.7,5.992096714696384
20,4.8,1.5297232853102505
28,5.0,13.73594217639658
25,4.7,10.705559922396493
29,4.6,16.85256546542981
38,4.8,3.10480375328542
39,4.9,4.610073053799367
26,4.9,9.12210080560154
33,4.4,10.906036622245397
24,4.6,9.088013799330726
24,4.9,6.232303380307374
33,4.5,13.611566722125016
35,4.2,13.611428630407518
27,4.2,13.763896210757894
29,4.6,7.761350404897176
29,4.5,4.657591594951663
34,4.7,19.343487217443105
